,ses_rec,ses_rec_avg,ses_rec_sd,ses_rec_cv,user_rec,ses_n,ses_n_r,int_n,view_count,cart_count,purchase_count,int_n_r,tran_n,tran_n_r,rev_sum,rev_per_purchase,rev_sum_r,major_spend_r,int_cat_n,int_itm_n,int_cat_n_avg,int_itm_n_avg,ses_mo_avg,ses_mo_sd,ses_hr_avg,ses_hr_sd,ses_wknd_r,ses_len_avg,time_to_int,time_to_tran
1515915625447620000,157.4608912037037,0.0,0.0,0.0,157.4608912037037,1,1.0,1,1,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,9.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
1515915625519270000,145.69444444444446,1.4706568287037036,1.8098777256996856,123.0659451188885,157.45969907407408,9,0.7649643193726033,9,9,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,5,6,0.5555555555555556,0.6666666666666666,9.333333333333334,0.5,11.444444444444445,5.479760740924531,0.2222222222222222,0.0,2117.7458333333334,0.0
1515915625425870000,157.45921296296297,0.0,0.0,0.0,157.45921296296297,1,1.0,1,1,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,9.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
1515915625516050000,155.1624537037037,2.296400462962963,0.0,0.0,157.45885416666667,2,0.8709282341022837,2,2,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,1,2,0.5,1.0,9.0,0.0,16.0,5.656854249492381,0.5,0.0,3306.8166666666666,0.0
1515915625379490000,152.62332175925926,0.0,0.0,0.0,157.4583912037037,1,0.20682226211849192,2,2,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,9.0,0.0,10.5,2.1213203435596424,0.0,6962.5,6962.5,0.0
1515915625508450000,118.434375,2.3148148148148147e-05,0.0,0.0,157.45618055555556,2,0.051253394647579525,9,9,0,0,4.5,0,0.0,0.0,0.0,0.0,0.0,2,6,1.0,3.0,10.0,1.0000000000000002,12.444444444444445,3.2829526005987018,0.0,31046.05,7023.924999999999,0.0
1515915625514900000,155.4756712962963,0.9894560185185185,1.3847344116111282,139.94906147364162,157.45458333333335,3,1.5159845126273557,9,6,1,2,3.0,2,0.6666666666666666,387.26,193.63,387.26,0.0,2,3,0.6666666666666666,1.0,9.0,0.0,12.88888888888889,0.3333333333333334,0.1111111111111111,9.372222222222222,356.20416666666665,0.004421296296296296
1515915625518100000,23.45226851851852,14.88899948559671,17.48257164794749,117.41938512967072,157.4532638888889,10,0.07462631133717049,25,23,2,0,2.5,0,0.0,0.0,0.0,0.0,0.0,6,8,0.6,0.8,9.68,2.0760539492026697,15.0,4.193248541803041,0.28,924.6833333333334,8040.059722222223,0.0
1515915625518970000,107.45918981481482,2.9408115468409584,4.0215728101370685,136.7504427292212,157.4529861111111,18,0.3600446722093297,31,29,2,0,1.7222222222222223,0,0.0,0.0,0.0,0.0,0.0,5,17,0.2777777777777778,0.9444444444444444,9.903225806451612,0.6508885572649871,12.870967741935484,3.9390517935485523,0.0967741935483871,815.0277777777778,2399.702222222222,0.0
1515915625462400000,157.44931712962963,0.0,0.0,0.0,157.44931712962963,1,1.0,1,1,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,9.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
1515915625360770000,122.50980324074074,5.8230767746913585,6.939383216006006,119.17038851636667,157.4482638888889,7,0.20035227282891246,117,117,0,0,16.714285714285715,0,0.0,0.0,0.0,0.0,0.0,6,77,0.8571428571428571,11.0,9.897435897435898,0.30469361051139876,15.153846153846153,2.222981008091213,0.4700854700854701,47.36666666666667,433.7188218390804,0.0
1515915625516320000,18.306342592592593,8.696188512731482,8.566985129689144,98.5142527343654,157.44578703703704,17,0.12217958802320614,36,31,3,2,2.1176470588235294,2,0.11764705882352941,622.77,311.385,311.385,0.0,9,17,0.5294117647058824,1.0,5.527777777777778,4.619747124255126,12.166666666666666,4.913538149119955,0.5833333333333334,125.72254901960784,5724.594285714286,97.37125
1515915625499460000,157.44564814814814,0.0,0.0,0.0,157.44564814814814,1,1.0,1,1,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,9.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
1515915625508240000,54.98976851851852,15.111493055555556,15.84961844995866,104.88452988523025,157.44358796296297,3,0.029281485222000424,21,19,1,1,7.0,1,0.3333333333333333,51.27,51.27,51.27,0.0,2,3,0.6666666666666666,1.0,9.333333333333334,3.665151201974255,16.19047619047619,7.011555088702132,0.19047619047619047,47303.85555555556,7376.675,0.0
1515915625451470000,157.44237268518518,4.6296296296296294e-05,0.0,0.0,157.4424189814815,2,2.0,2,2,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0.5,0.5,9.0,0.0,13.0,0.0,0.0,0.0,0.06666666666666667,0.0
1515915625407240000,157.44177083333332,0.0,0.0,0.0,157.44177083333332,1,1.0,1,1,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,9.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
1515915625420110000,157.44168981481482,0.0,0.0,0.0,157.44168981481482,1,1.0,1,1,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,9.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
1515915625519420000,84.67494212962963,0.9702206790123457,4.848901182369037,499.7730194026649,157.44149305555555,76,1.0444359260254843,122,118,2,2,1.605263157894737,2,0.02631578947368421,41.58,20.79,20.79,0.0,32,82,0.42105263157894735,1.0789473684210527,9.065573770491802,0.3337169810461527,13.278688524590164,1.8862805899878066,0.040983606557377046,148.61754385964915,865.9820936639119,0.0018287037037037037
1515915625361160000,155.59284722222222,1.8474884259259259,0.0,0.0,157.44033564814814,2,1.0825507602287892,2,2,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,1,2,0.5,1.0,9.0,0.0,11.0,2.8284271247461903,0.5,0.0,2660.383333333333,0.0
1515915625518360000,129.64412037037036,5.147652777777777,4.995516655416471,97.04455352897786,157.43940972222222,6,0.2158639157897542,10,10,0,0,1.6666666666666667,0,0.0,0.0,0.0,0.0,0.0,4,7,0.6666666666666666,1.1666666666666667,9.7,0.483045891539648,9.8,3.4576806613039848,0.1,496.19166666666666,4447.246296296296,0.0
1515915625399430000,157.43898148148148,2.3148148148148147e-05,0.0,0.0,157.43900462962964,2,2.0,2,2,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0.5,0.5,9.0,0.0,13.0,0.0,0.0,0.0,0.03333333333333333,0.0
1515915625457050000,8.931168981481482,9.248605324074074,17.273494672499154,186.76864313299578,157.4387037037037,17,0.11447230628262642,35,33,1,1,2.0588235294117645,1,0.058823529411764705,111.27,111.27,111.27,0.0,4,13,0.23529411764705882,0.7647058823529411,9.6,2.54604653162044,10.885714285714286,4.254903251623034,0.42857142857142855,157.8107843137255,6289.730882352941,0.0
1515915625454230000,72.35792824074075,10.635027488425926,11.989050685016432,112.73173198719124,157.43814814814814,9,0.10578251924824215,12,10,1,1,1.3333333333333333,1,0.1111111111111111,41.94,41.94,41.94,0.0,2,2,0.2222222222222222,0.2222222222222222,9.583333333333334,0.9962049198956223,13.666666666666666,2.1033883198882757,0.4166666666666667,0.5296296296296297,11137.774242424242,0.0
1515915625404260000,88.48864583333334,0.0,0.0,0.0,157.43805555555556,1,0.01450338739705994,6,6,0,0,6.0,0,0.0,0.0,0.0,0.0,0.0,2,6,2.0,6.0,10.5,1.3784048752090223,11.666666666666666,1.3662601021279464,0.0,99287.15,19857.43,0.0
1515915625423430000,157.4372800925926,0.0,0.0,0.0,157.4372800925926,1,1.0,1,1,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,9.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
1515915625519070000,126.46974537037038,3.3039930555555554,4.124884399668665,124.84543188530036,157.4372800925926,10,0.322918827401008,26,21,3,2,2.6,2,0.2,160.7,80.35,160.7,0.0,6,9,0.6,0.9,9.615384615384615,0.4961389383568331,11.307692307692308,5.453580334196835,0.38461538461538464,1192.325,1783.73,0.0050810185185185186
1515915625436440000,149.2062037037037,8.228807870370371,0.0,0.0,157.43671296296296,2,0.24299832938648547,4,4,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,2,4,1.0,2.0,9.75,0.5000000000000001,17.25,2.872281323269014,0.0,1.225,3950.6444444444446,0.0
1515915625447690000,138.58876157407408,9.422563657407407,3.5018235722324205,37.16423363698386,157.43590277777778,3,0.15917533420986213,5,5,0,0,1.6666666666666667,0,0.0,0.0,0.0,0.0,0.0,2,2,0.6666666666666666,0.6666666666666666,9.8,0.44721359549995804,10.4,1.949358868961793,0.0,0.9666666666666667,6784.970833333334,0.0
1515915625462030000,119.48094907407408,4.876064814814815,3.1331050327324492,64.2547864255869,157.43584490740741,3,0.07904118649603285,22,17,2,3,7.333333333333333,3,1.0,259.44,86.48,259.44,0.0,1,7,0.3333333333333333,2.3333333333333335,10.318181818181818,0.5679003631895501,10.454545454545455,3.4877646371999025,0.7727272727272727,18224.783333333336,2602.6214285714286,0.002054398148148148
1515915625513760000,118.03337962962964,13.134101080246914,21.016841100135924,160.01735460787864,157.43568287037036,4,0.10151690817566537,4,4,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,3,3,0.75,0.75,9.5,1.0,15.75,4.856267428111155,0.25,0.0,18913.105555555554,0.0
1515915625394680000,144.65106481481482,6.392297453703704,3.718571442521131,58.172690952711946,157.43565972222223,3,0.23465741556361686,4,4,0,0,1.3333333333333333,0,0.0,0.0,0.0,0.0,0.0,1,3,0.3333333333333333,1.0,9.5,0.5773502691896255,12.0,2.70801280154532,0.25,1.5611111111111111,6136.605555555555,0.0
1515915625509320000,90.478125,66.9571875,0.0,0.0,157.4353125,2,0.029869832868950775,2,2,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,1,2,0.5,1.0,10.0,1.4142135623730951,12.5,0.7071067811865476,0.0,0.0,96418.35,0.0
1515915625518450000,135.47561342592593,3.6599324845679013,3.8956222321647234,106.43972938273063,157.43520833333332,7,0.31876726458368143,7,7,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,5,7,0.7142857142857143,1.0,9.428571428571429,0.5345224838248493,14.142857142857142,4.2594432902501635,0.14285714285714285,0.0,5270.302777777778,0.0
1515915625391490000,152.48383101851852,4.938993055555556,0.0,0.0,157.43484953703702,2,0.4039572852574293,4,4,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1.0,1.0,9.0,0.0,12.25,0.5000000000000001,0.0,8.658333333333333,2376.4888888888886,0.0
1515915625499070000,157.434375,0.0,0.0,0.0,157.434375,1,1.0,1,1,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,9.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
1515915625485260000,157.4342824074074,0.0,0.0,0.0,157.4342824074074,1,1.0,1,1,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,9.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
