,user_id,churn_score,risk_category,is_likely_churn,risk_velocity,primary_risk_drivers,estimated_days_to_churn
104,1515915625509230000,48.56673744435185,Low,0,0.3255056068269635,temporal,81.58326255564815
105,1515915625517720000,55.77469149257775,Low,0,0.40478149041578615,"behavioral, temporal",77.37530850742225
106,1515915625494310000,54.22237906108255,Low,0,0.4278888195742162,behavioral,81.92762093891744
107,1515915625494170000,54.22238060241242,Low,0,0.42788882725720345,behavioral,89.92761939758758
108,1515915625453350000,50.337627988130016,Low,0,0.3386829490876827,"behavioral, temporal",82.81237201186998
109,1515915625499720000,56.40667480875688,Medium,1,0.4224105189318106,None,57.83332519124312
110,1515915625513900000,54.222387049621,Low,0,0.4278888593942701,behavioral,69.927612950379
111,1515915625519440000,67.68359410021513,Medium,1,0.48216188679067057,"rfm, behavioral, purchase",53.55640589978487
112,1515915625482970000,79.44035376455429,High,1,0.5085812366763346,behavioral,15.989646235445719
113,1515915625518550000,54.095200533946,Low,0,0.39919852172569875,temporal,92.05479946605399
114,1515915625361490000,74.58897434714059,High,1,0.45821463488568004,behavioral,27.841025652859415
115,1515915625476390000,53.87441341065868,Low,0,0.3957672638522624,temporal,81.27558658934132
116,1515915625517210000,51.41265257061747,Low,0,0.34185061173249737,temporal,82.73734742938254
117,1515915625445660000,58.36874968459418,Medium,1,0.4358904285697524,behavioral,64.87125031540583
118,1515915625389630000,53.90485658570272,Low,0,0.40085327338103555,behavioral,90.24514341429727
119,1515915625514930000,56.82943562643467,Medium,1,0.4294766965546911,None,61.41056437356533
120,1515915625477760000,64.81426685011785,Medium,1,0.46983860037764097,rfm,48.425733149882156
121,1515915625469640000,56.505102257863705,Medium,1,0.4247988940079308,behavioral,51.7348977421363
122,1515915625519450000,63.44317757820092,Medium,1,0.45370917351476914,rfm,54.796822421799085
123,1515915625380680000,54.222418858066256,Low,0,0.42788901794819073,behavioral,80.92758114193374
124,1515915625493840000,72.80907281965145,High,1,0.47074770532997634,behavioral,22.62092718034856
125,1515915625461530000,54.22242074785069,Low,0,0.4278890273681025,behavioral,87.92757925214931
126,1515915625425050000,86.78422752206676,High,1,0.5504742288750919,"rfm, behavioral",15.64577247793325
127,1515915625364160000,54.22242396384444,Low,0,0.4278890433987021,behavioral,87.92757603615556
128,1515915625360850000,55.12079884028523,Low,0,0.430745149799585,behavioral,73.02920115971477
129,1515915625518160000,52.16323582145106,Low,0,0.3862183228257721,temporal,81.98676417854894
130,1515915625356760000,53.27451707129379,Low,0,0.31949612577989106,"behavioral, temporal",85.8754829287062
131,1515915625517140000,54.01440262064767,Low,0,0.41359854117929784,None,70.13559737935233
132,1515915625498870000,52.58157977700579,Low,0,0.36712004185198854,temporal,91.5684202229942
133,1515915625516600000,65.15194064921414,Medium,1,0.4496449376583701,"rfm, behavioral, temporal",55.08805935078586
134,1515915625516810000,60.83273559465107,Medium,1,0.3697586611541276,"behavioral, purchase, temporal",52.40726440534893
135,1515915625518320000,72.3833460869258,High,1,0.45622817597034687,behavioral,24.04665391307421
136,1515915625519210000,64.0612278939371,Medium,1,0.44162506232475496,"rfm, behavioral, temporal",49.1787721060629
137,1515915625390100000,72.44757955191623,High,1,0.5111228428157163,"rfm, purchase",28.982420448083772
138,1515915625517340000,65.73827858911616,Medium,1,0.4241812663103931,"rfm, behavioral, temporal",46.50172141088384
139,1515915625514470000,55.52183222010402,Low,0,0.42774433987155847,None,77.62816777989599
140,1515915625507860000,55.30834226858957,Low,0,0.4338088474926378,behavioral,65.84165773141044
141,1515915625518070000,51.64333347986745,Low,0,0.38654892730116913,temporal,71.50666652013254
142,1515915625506630000,55.52621391772755,Low,0,0.42988676323591957,None,87.62378608227245
143,1515915625511240000,55.615356351241886,Low,0,0.4193262845690516,None,83.5346436487581
144,1515915625519460000,69.99688185980521,High,1,0.5085853689159975,rfm,31.433118140194793
145,1515915625510300000,57.81953021584935,Medium,1,0.44477118518475933,behavioral,63.420469784150654
146,1515915625510650000,54.14834610625184,Low,0,0.4071358449807865,None,71.00165389374816
147,1515915625517880000,47.62277004717959,Low,0,0.3121446492317211,"rfm, behavioral, temporal",94.5272299528204
148,1515915625431830000,57.373073601121405,Medium,1,0.4017023980010627,"behavioral, temporal",64.8669263988786
149,1515915625516580000,50.346551223251446,Low,0,0.35691760430510566,temporal,93.80344877674855
150,1515915625515090000,54.78376988914211,Low,0,0.4159570789271182,None,77.36623011085788
151,1515915625518870000,46.38774090063688,Low,0,0.3367345663129476,temporal,86.76225909936312
152,1515915625519040000,62.14295044786504,Medium,1,0.41143372733350014,"rfm, engagement, temporal",62.09704955213496
153,1515915625517480000,49.64857388257641,Low,0,0.3468464219055053,"behavioral, temporal",71.50142611742359
154,1515915625473430000,66.41216715191024,Medium,1,0.450122774051252,behavioral,54.82783284808976
155,1515915625473270000,54.26665126289433,Low,0,0.42855141269540625,behavioral,77.88334873710568
156,1515915625519280000,38.70892110427482,Very Low,0,0.3016099307139846,"rfm, temporal",105.44107889572518
157,1515915625518050000,58.28652535160658,Medium,1,0.38243208478482227,"behavioral, temporal",63.953474648393424
158,1515915625517510000,77.01902186881753,High,1,0.43223161418757766,"behavioral, temporal",23.410978131182475
159,1515915625477680000,48.11668923565998,Low,0,0.31370987265171235,"behavioral, temporal",96.03331076434002
160,1515915625355800000,70.41409185037404,High,1,0.492712484028816,"rfm, purchase",30.01590814962597
161,1515915625518580000,60.84604891466415,Medium,1,0.43532196315103844,"rfm, temporal",58.39395108533585
162,1515915625519060000,59.343896491316514,Medium,1,0.4110793586591178,"rfm, temporal",57.89610350868349
163,1515915625519470000,72.27162523511106,High,1,0.5197368961326566,"rfm, behavioral",23.158374764888947
164,1515915625518230000,57.90582315614723,Medium,1,0.42328154888206126,behavioral,52.334176843852774
165,1515915625517310000,61.14638908206654,Medium,1,0.44083846284332395,"rfm, temporal",63.09361091793346
166,1515915625512140000,54.866734717365226,Low,0,0.41588260029953805,None,83.28326528263477
167,1515915625360910000,61.51131934436604,Medium,1,0.4467504044550508,rfm,45.72868065563396
168,1515915625462630000,55.96961018867967,Low,0,0.43155382202705184,None,68.18038981132034
169,1515915625353550000,54.09166455002347,Low,0,0.3932345920778149,temporal,73.05833544997654
170,1515915625451700000,54.26667175548943,Low,0,0.42855151485925447,behavioral,86.88332824451057
171,1515915625411220000,54.26667217000731,Low,0,0.4285515169257934,behavioral,73.88332782999268
172,1515915625517110000,52.71967463009896,Low,0,0.3882299256923071,temporal,77.43032536990104
173,1515915625518190000,58.62326725819684,Medium,1,0.4430779037163889,behavioral,52.61673274180316
174,1515915625452360000,72.61842082983316,High,1,0.4355476330099227,"behavioral, temporal",25.81157917016685
175,1515915625517130000,52.0741117033984,Low,0,0.37996092899971584,temporal,83.07588829660159
176,1515915625486860000,50.639215133411575,Low,0,0.3526071795943452,temporal,76.51078486658842
177,1515915625498820000,57.70418335977159,Medium,1,0.40967401842916595,"behavioral, temporal",53.53581664022841
178,1515915625507090000,55.37267391240075,Low,0,0.4345187321418559,behavioral,77.77732608759925
179,1515915625424100000,57.48138838712591,Medium,1,0.4424550360983532,behavioral,49.75861161287409
180,1515915625436640000,92.60563751664245,High,1,0.5551846029927993,"engagement, behavioral",13.0
181,1515915625399140000,51.2999069016488,Low,0,0.3635504063262496,temporal,84.85009309835121
182,1515915625518940000,69.41513816149765,High,1,0.4543670575642967,"rfm, purchase, temporal",32.014861838502355
183,1515915625509380000,54.96623832626271,Low,0,0.431775531132752,None,85.18376167373728
184,1515915625519480000,72.90916699746195,High,1,0.5166700602282711,"rfm, behavioral, purchase",22.520833002538055
185,1515915625503750000,69.22946767804909,High,1,0.5009605131612884,"rfm, behavioral",24.200532321950917
186,1515915625515360000,54.31087186415206,Low,0,0.42921378212573674,behavioral,69.83912813584794
187,1515915625462490000,54.31087224549769,Low,0,0.42921378402718896,behavioral,68.8391277545023
188,1515915625509750000,81.99193490874383,High,1,0.49628109220933875,behavioral,18.438065091256178
189,1515915625483510000,53.76101234961757,Low,0,0.4032397853597275,None,75.38898765038243
190,1515915625516760000,66.10685776738967,Medium,1,0.4774671514653438,rfm,54.13314223261033
191,1515915625510590000,50.17481851429795,Low,0,0.3511398560217497,temporal,73.97518148570205
192,1515915625514130000,58.48377989496233,Medium,1,0.44838939881410783,behavioral,49.75622010503767
193,1515915625519080000,68.03434200524289,Medium,1,0.4753269172105967,"rfm, purchase",56.20565799475711
194,1515915625504710000,56.78467765053823,Medium,1,0.43743807013222397,None,67.45532234946177
195,1515915625516950000,60.92310217938124,Medium,1,0.41320966468015674,"rfm, temporal",50.31689782061876
196,1515915625519490000,73.77207978605597,High,1,0.5033429850682075,"rfm, behavioral, purchase",22.65792021394404
197,1515915625519110000,53.29754558184168,Low,0,0.39820931241863256,temporal,75.85245441815832
198,1515915625517530000,52.1287027555062,Low,0,0.3781829910021201,temporal,90.02129724449381
199,1515915625512170000,54.26831285033173,Low,0,0.39098609286247726,temporal,82.88168714966827
200,1515915625389610000,54.35508947960602,Low,0,0.4298761705435877,"behavioral, temporal",78.79491052039398
201,1515915625428090000,55.94107988863397,Low,0,0.43371190578968727,None,91.20892011136603
202,1515915625455620000,54.35509362513584,Low,0,0.4298761912170761,"behavioral, temporal",90.79490637486415
203,1515915625425930000,55.41664546307612,Low,0,0.4351809235196771,"behavioral, temporal",85.73335453692388
204,1515915625517360000,49.11355332748416,Low,0,0.35969976279253535,temporal,77.03644667251584
205,1515915625513160000,55.41660562386016,Low,0,0.4351808314899661,"behavioral, temporal",63.73339437613984
206,1515915625451220000,54.35510108732603,Low,0,0.4298762284305354,"behavioral, temporal",65.79489891267397
207,1515915625495300000,57.92593515790857,Medium,1,0.44911907530093964,"behavioral, temporal",64.31406484209143
208,1515915625410720000,64.75472300189864,Medium,1,0.4831615185153785,"rfm, behavioral, temporal",48.48527699810136
209,1515915625516490000,75.750118217035,High,1,0.5102010357555751,"rfm, behavioral",17.679881782965012
210,1515915625519100000,61.85520718123107,Medium,1,0.4344934515978801,"rfm, temporal",56.38479281876893
211,1515915625405720000,55.31451796579604,Low,0,0.42578498913302465,None,65.83548203420395
212,1515915625513340000,54.30633550530752,Low,0,0.4087800234707181,None,90.84366449469248
213,1515915625401330000,55.76294687461162,Low,0,0.4211037563830473,None,68.38705312538838
214,1515915625511500000,55.31773075279192,Low,0,0.42337660673893396,None,84.83226924720807
215,1515915625519500000,68.24021607572574,Medium,1,0.5021890683481337,rfm,52.99978392427426
216,1515915625505190000,48.22893047553289,Low,0,0.340979575610171,temporal,78.9210695244671
217,1515915625361960000,53.88172854573165,Low,0,0.4042181171161648,None,73.26827145426836
218,1515915625516850000,67.275472283118,Medium,1,0.45327351797485715,"rfm, behavioral, temporal",47.964527716881996
219,1515915625355810000,53.401334185265945,Low,0,0.40803667926440373,None,83.74866581473405
220,1515915625369600000,58.06784743404545,Medium,1,0.4485482798394048,"behavioral, temporal",52.172152565954555
221,1515915625415470000,73.01589636195955,High,1,0.5013858477209723,"rfm, purchase",23.41410363804046
222,1515915625518600000,42.329843287105646,Very Low,0,0.3133620992526767,"engagement, temporal",124.82015671289435
223,1515915625354080000,56.077895655332135,Low,0,0.43603147608538845,None,74.07210434466786
224,1515915625363210000,54.35513695983093,Low,0,0.42987640732440824,"behavioral, temporal",67.79486304016908
225,1515915625512030000,56.98891292230339,Medium,1,0.4098235996332747,behavioral,49.25108707769661
226,1515915625518900000,62.00655909255561,Medium,1,0.432186482026621,"rfm, purchase, temporal",60.23344090744439
227,1515915625477690000,55.78455889762687,Low,0,0.4316007811492663,None,67.36544110237313
228,1515915625518510000,53.69959398064656,Low,0,0.39098703249936634,temporal,80.45040601935344
229,1515915625518780000,53.840365409867765,Low,0,0.40478248647259524,None,81.30963459013223
230,1515915625437070000,57.49849797750384,Medium,1,0.4431456462618656,None,62.741502022496164
231,1515915625383280000,54.399323230436025,Low,0,0.4305386736710403,"behavioral, temporal",73.75067676956397
232,1515915625519510000,63.69934581435267,Medium,1,0.45169653430417267,"rfm, behavioral",49.540654185647334
233,1515915625394830000,66.53129230539619,Medium,1,0.4887910549168041,rfm,55.70870769460381
234,1515915625519290000,53.815418172665645,Low,0,0.40502539226219103,None,71.33458182733435
235,1515915625519170000,55.52770629815674,Low,0,0.3994348334857722,"behavioral, temporal",72.62229370184326
236,1515915625358680000,54.39933633360205,Low,0,0.4305387390258811,"behavioral, temporal",74.75066366639794
237,1515915625355750000,54.399337444926346,Low,0,0.43053874456884866,"behavioral, temporal",68.75066255507366
238,1515915625403960000,54.39933789277537,Low,0,0.43053874680259135,"behavioral, temporal",90.75066210722463
239,1515915625513120000,71.37174779861304,High,1,0.48817887288134487,"rfm, purchase, temporal",30.058252201386964
240,1515915625515720000,54.399339634420826,Low,0,0.43053875548942067,"behavioral, temporal",66.75066036557917
241,1515915625393780000,55.46066046710393,Low,0,0.4358432575343142,"behavioral, temporal",77.68933953289607
242,1515915625494210000,61.0822519271636,Medium,1,0.4208961409562316,behavioral,57.157748072836405
243,1515915625440210000,54.39934673387089,Low,0,0.4305387908994466,"behavioral, temporal",83.7506532661291
244,1515915625516370000,58.8448361716116,Medium,1,0.3998695812241862,"rfm, temporal",65.3951638283884
245,1515915625516620000,54.84360077227218,Low,0,0.41894718278548615,None,93.30639922772781
246,1515915625386060000,70.06806719240637,High,1,0.4488771352002635,behavioral,29.361932807593632
247,1515915625485440000,54.39935363453474,Low,0,0.4305388253179848,"behavioral, temporal",89.75064636546526
248,1515915625518990000,56.36532255751694,Medium,1,0.39551644726292423,"behavioral, temporal",51.87467744248306
249,1515915625518430000,66.64036271098344,Medium,1,0.4351753516395383,"behavioral, temporal",40.59963728901656
250,1515915625365050000,50.9083654237086,Low,0,0.3335199655374229,"behavioral, temporal",72.2416345762914
251,1515915625378120000,55.36953483596756,Low,0,0.42877024805231434,None,89.78046516403244
252,1515915625361700000,54.39935592375471,Low,0,0.43053883673595966,"behavioral, temporal",71.7506440762453
253,1515915625393380000,66.20958160743797,Medium,1,0.44340657867415645,"rfm, purchase, temporal",41.030418392562034
254,1515915625442310000,54.399361099487976,Low,0,0.4305388625510379,"behavioral, temporal",92.75063890051203
255,1515915625519520000,69.41911365818137,High,1,0.49392795786766863,"rfm, behavioral",27.010886341818633
256,1515915625473930000,76.33818061240692,High,1,0.5348655632807932,"rfm, behavioral, purchase",19.09181938759309
257,1515915625518500000,54.68085335356048,Low,0,0.4121310602273634,None,73.46914664643953
258,1515915625516070000,63.54019282476443,Medium,1,0.40501880670858925,"behavioral, temporal",54.69980717523557
259,1515915625466280000,54.44354467771333,Low,0,0.4312011500369106,"behavioral, temporal",64.70645532228667
260,1515915625446250000,70.17041968946775,High,1,0.4984396560846143,"rfm, behavioral",24.259580310532257
261,1515915625420080000,54.443547597390406,Low,0,0.43120116460171964,"behavioral, temporal",89.70645240260959
262,1515915625515580000,52.979337420102,Low,0,0.39132055953024864,temporal,67.17066257989799
263,1515915625516120000,54.44355171155984,Low,0,0.43120118512525407,"behavioral, temporal",68.70644828844016
264,1515915625518210000,72.33329415189142,High,1,0.4848011753810727,"rfm, behavioral",29.096705848108584
265,1515915625518630000,51.74294075881083,Low,0,0.36333436772393135,temporal,83.40705924118916
266,1515915625403050000,72.79583927634265,High,1,0.42543615430571136,"behavioral, purchase, temporal",27.63416072365736
267,1515915625519530000,59.03505610987846,Medium,1,0.43147392022452385,behavioral,60.20494389012154
268,1515915625467370000,51.71400190930167,Low,0,0.377722520320935,temporal,80.43599809069832
269,1515915625517760000,61.11261691561817,Medium,1,0.42489568663837174,"rfm, temporal",57.12738308438183
270,1515915625363810000,86.46547696300915,High,1,0.5122851360487213,"engagement, behavioral, temporal",15.0
271,1515915625513950000,60.69294212682914,Medium,1,0.44611243108677934,behavioral,63.547057873170864
272,1515915625505020000,56.26644834606326,Medium,1,0.4286914894178836,None,63.973551653936745
273,1515915625504060000,73.37456220724981,High,1,0.5269206133391934,"rfm, purchase",23.055437792750197
274,1515915625384630000,55.29949793104782,Low,0,0.42383079713973804,None,82.85050206895218
275,1515915625400310000,54.44357628237542,Low,0,0.4312013076967749,"behavioral, temporal",67.70642371762457
276,1515915625518110000,65.209015656321,Medium,1,0.46228573845105647,rfm,52.030984343679
277,1515915625353790000,54.44358043037385,Low,0,0.4312013283890674,"behavioral, temporal",87.70641956962615
278,1515915625518640000,55.0771146656806,Low,0,0.423680701775322,None,93.07288533431941
279,1515915625494690000,55.67508600461799,Low,0,0.41263887317015707,behavioral,67.47491399538201
280,1515915625435000000,54.48774308150812,Low,0,0.43186354638627256,"behavioral, temporal",83.66225691849188
281,1515915625476160000,71.04814433903073,High,1,0.45112222731845186,"rfm, behavioral, temporal",28.38185566096928
282,1515915625517830000,47.98642738887388,Low,0,0.33679389952238425,temporal,80.16357261112611
283,1515915625456960000,54.48775519312852,Low,0,0.4318636068147092,"behavioral, temporal",82.66224480687148
284,1515915625497640000,55.52073168718737,Low,0,0.3988306022374839,"behavioral, temporal",80.62926831281263
285,1515915625517190000,56.06609747732141,Low,0,0.3740777064827082,"behavioral, temporal",80.08390252267859
286,1515915625473250000,58.287004190712565,Medium,1,0.45344116307280247,temporal,59.95299580928744
287,1515915625519540000,66.93189112961248,Medium,1,0.4828826631525132,rfm,58.30810887038752
288,1515915625497820000,65.17915436103495,Medium,1,0.4862611697637191,"rfm, behavioral, temporal",48.060845638965056
289,1515915625495490000,58.19766317362085,Medium,1,0.4505338962793631,"behavioral, temporal",64.04233682637914
290,1515915625406420000,54.487780762892825,Low,0,0.431863734389793,"behavioral, temporal",71.66221923710717
291,1515915625366490000,54.487781210934806,Low,0,0.4318637366252064,"behavioral, temporal",83.6622187890652
292,1515915625517580000,62.10767049924585,Medium,1,0.4528012693676927,rfm,45.13232950075415
293,1515915625461840000,59.44440865538236,Medium,1,0.4265487707485292,behavioral,52.79559134461764
294,1515915625454910000,53.563694098691926,Low,0,0.4034695133880053,None,93.58630590130807
295,1515915625516460000,56.55635252430077,Medium,1,0.3965463052699936,"rfm, temporal",67.68364747569923
296,1515915625354140000,49.54952214843212,Low,0,0.3639024256551172,temporal,79.60047785156789
297,1515915625513110000,63.602000047202125,Medium,1,0.47198450657819474,rfm,44.63799995279788
